transaction_amount,merchant_category,transaction_hour,day_of_week,is_weekend,customer_age,account_age_days,previous_transactions_day,average_transaction_amount,credit_limit,amount_vs_average_ratio,time_since_last_transaction,location_risk_score,is_fraud
29.93,18,18,1,0,37,776,1,45.48,500.0,0.66,8.8,1.1,0
6.19,7,6,6,1,47,593,5,27.05,500.0,0.23,1.5,44.5,0
34.73,5,5,1,0,60,252,2,10.0,500.0,3.47,9.3,18.2,0
5.14,7,14,1,0,41,853,4,15.45,500.0,0.33,9.3,28.4,0
42.24,5,10,4,0,30,984,1,10.0,500.0,4.22,39.2,3.9,0
13.82,0,17,6,1,46,273,6,10.0,500.0,1.38,23.0,28.3,0
1.0,12,19,2,0,33,294,2,12.04,500.0,0.08,2.0,21.8,0
84.03,14,13,3,0,54,548,2,17.91,500.0,4.69,9.4,12.2,0
11.22,9,9,2,0,25,134,2,10.0,500.0,1.12,5.5,13.7,0
95.03,10,23,6,1,39,249,2,36.76,500.0,2.59,0.1,8.3,0
22.11,13,2,4,0,41,61,0,36.25,500.0,0.61,11.1,41.1,0
1271.0,1,6,3,0,50,115,0,34.18,500.0,37.19,2.5,23.4,0
3.19,11,16,2,0,41,965,3,10.0,500.0,0.32,1.6,26.6,0
85.55,14,5,6,1,38,151,2,13.93,500.0,6.14,3.8,34.4,0
43.44,16,14,1,0,19,459,1,37.83,725.06,1.15,29.3,21.7,0
4.99,13,14,6,1,28,557,5,70.09,1192.52,0.07,4.3,28.1,0
3.91,17,0,0,0,32,134,3,10.0,500.0,0.39,2.9,5.5,0
121.35,11,22,3,0,48,113,2,24.45,500.0,4.96,12.2,24.4,0
2.14,10,23,4,0,40,538,2,12.17,500.0,0.18,14.8,39.9,0
55.23,18,9,5,1,42,31,0,10.0,500.0,5.52,10.3,6.2,0
98.42,8,10,3,0,48,184,2,201.18,1535.18,0.49,3.6,11.7,0
63.26,5,13,0,0,18,996,1,10.0,500.0,6.33,2.7,17.7,0
2.08,8,21,4,0,62,659,3,13.96,500.0,0.15,6.9,26.4,0
6.84,18,17,4,0,52,370,1,10.0,500.0,0.68,2.5,23.4,0
3.89,11,20,4,0,72,363,3,10.0,500.0,0.39,52.6,4.8,0
90.15,1,11,6,1,52,48,2,10.0,500.0,9.02,14.1,8.5,0
57.05,3,23,3,0,33,767,2,11.42,500.0,5.0,9.0,9.8,0
6.84,11,21,2,0,80,10,3,15.09,500.0,0.45,32.0,57.2,0
4.78,5,4,5,1,45,489,3,36.48,500.0,0.13,16.7,11.1,0
132.18,0,17,1,0,46,1223,4,18.89,500.0,7.0,7.2,3.6,0
31.68,9,7,2,0,39,49,1,24.59,500.0,1.29,9.8,12.0,0
197.03,0,20,2,0,50,63,0,28.78,500.0,6.85,11.2,25.4,0
8.63,17,0,1,0,47,29,3,10.0,500.0,0.86,2.4,11.3,0
10.14,3,22,4,0,34,62,2,45.3,500.0,0.22,26.5,34.3,0
15.32,6,10,3,0,45,485,3,10.0,500.0,1.53,6.2,13.7,0
62.76,14,17,2,0,44,775,1,14.33,500.0,4.38,13.4,11.2,0
87.31,10,11,4,0,41,407,2,15.01,500.0,5.82,26.1,26.4,0
46.1,12,17,6,1,68,232,1,30.56,500.0,1.51,0.9,31.9,0
25.65,13,20,1,0,54,631,0,10.0,500.0,2.56,1.2,43.2,0
41.28,2,20,2,0,40,457,0,10.0,500.0,4.13,13.1,3.3,0
22.87,11,16,1,0,37,504,3,10.0,500.0,2.29,1.0,21.3,0
13.26,2,2,5,1,51,272,0,10.0,500.0,1.33,1.1,8.5,0
464.63,6,5,4,0,71,372,2,15.98,500.0,29.08,18.5,16.1,0
160.23,14,4,2,0,73,513,3,20.92,500.0,7.66,57.4,22.2,0
53.72,11,20,2,0,31,399,2,17.57,500.0,3.06,1.7,22.9,0
15.71,17,3,4,0,28,607,2,10.0,500.0,1.57,5.6,23.6,0
3.39,14,19,6,1,45,457,1,10.0,500.0,0.34,32.3,6.1,0
20.4,10,5,6,1,50,140,4,72.1,1412.95,0.28,10.8,22.3,0
3.72,14,23,3,0,43,168,3,14.2,500.0,0.26,14.1,27.3,0
47.26,18,17,6,1,35,351,3,10.0,500.0,4.73,9.1,6.3,0
36.01,6,20,5,1,34,593,5,10.0,500.0,3.6,20.3,12.8,0
52.37,15,11,1,0,55,80,6,10.0,500.0,5.24,8.2,13.3,0
51.86,4,6,3,0,18,130,2,11.76,500.0,4.41,0.3,27.7,0
3.49,9,19,4,0,57,190,1,19.57,500.0,0.18,3.5,24.2,0
37.71,4,1,5,1,41,28,2,10.0,500.0,3.77,9.5,17.6,0
75.39,1,21,6,1,30,188,3,10.0,500.0,7.54,3.0,5.9,0
37.66,2,5,1,0,59,126,4,16.48,500.0,2.29,1.5,3.6,0
16.72,3,10,0,0,46,1000,1,33.97,500.0,0.49,26.9,36.3,0
4.73,19,18,2,0,38,89,2,21.84,500.0,0.22,22.5,17.7,0
2.64,3,22,1,0,23,467,0,19.49,500.0,0.14,7.8,6.2,0
2.6,13,4,4,0,23,277,0,23.91,500.0,0.11,0.4,8.0,0
181.22,8,4,6,1,27,232,0,10.0,500.0,18.12,8.6,26.8,0
5.59,19,2,6,1,52,349,5,79.11,1003.51,0.07,77.5,27.8,0
74.49,4,17,1,0,30,87,6,15.52,500.0,4.8,0.1,11.7,0
34.25,13,22,2,0,74,1139,3,23.51,500.0,1.46,1.7,24.4,0
4.3,17,6,3,0,67,1515,1,14.89,500.0,0.29,11.7,13.9,0
7.96,12,0,1,0,49,92,2,44.62,874.69,0.18,5.7,44.9,0
3.74,13,16,4,0,32,732,2,43.64,744.79,0.09,0.9,9.7,0
30.22,19,17,3,0,46,1,0,27.22,535.63,1.11,28.0,20.6,0
12.47,18,22,5,1,18,94,2,15.81,500.0,0.79,44.7,27.5,0
17.46,9,3,5,1,21,364,0,21.29,500.0,0.82,1.9,15.9,0
3.09,8,4,2,0,39,382,5,34.96,500.0,0.09,4.1,24.1,0
739.41,3,20,4,0,38,88,0,10.0,500.0,73.94,12.9,20.8,0
3.16,7,10,2,0,47,171,2,10.0,500.0,0.32,5.1,33.6,0
24.79,9,22,4,0,46,620,0,45.5,586.5,0.54,9.9,3.6,0
5.75,18,11,6,1,59,72,3,23.11,500.0,0.25,6.7,12.2,0
75.92,11,18,2,0,80,121,3,10.0,500.0,7.59,17.3,17.5,0
68.7,13,20,6,1,18,524,3,10.0,500.0,6.87,2.6,7.8,0
64.11,0,13,2,0,33,576,1,14.39,500.0,4.46,1.1,12.2,0
5.62,9,18,3,0,35,298,3,10.0,500.0,0.56,1.5,20.3,0
15.45,13,20,5,1,58,472,1,21.72,500.0,0.71,6.6,34.2,0
12.77,3,5,6,1,48,527,2,131.48,727.07,0.1,2.0,2.9,0
17.52,12,4,5,1,29,462,5,10.0,500.0,1.75,2.4,4.1,0
14.32,12,21,2,0,33,347,3,11.99,500.0,1.19,1.6,46.8,0
1.94,3,16,2,0,20,997,2,10.0,500.0,0.19,50.6,26.2,0
18.59,12,19,2,0,59,131,1,10.0,500.0,1.86,22.3,36.2,0
13.37,3,6,0,0,48,25,2,10.08,500.0,1.33,15.8,17.8,0
16.76,3,6,5,1,35,31,2,10.0,500.0,1.68,11.0,4.5,0
3.41,16,21,6,1,26,893,3,10.0,500.0,0.34,7.4,5.3,0
1.0,17,5,1,0,50,23,3,22.97,500.0,0.04,3.3,22.0,0
8.12,17,18,0,0,66,54,1,26.51,500.0,0.31,27.0,17.5,0
2.11,7,5,4,0,26,1271,0,10.0,500.0,0.21,14.5,42.6,0
4.3,1,20,6,1,41,1315,1,10.0,500.0,0.43,1.4,20.4,0
40.77,12,19,3,0,39,67,1,94.99,1235.88,0.43,23.8,17.2,0
50.74,16,15,0,0,18,761,3,19.31,500.0,2.63,0.7,18.6,0
6.65,17,17,1,0,61,426,3,20.16,500.0,0.33,0.8,19.9,0
17.15,6,9,2,0,18,271,5,36.63,500.0,0.47,2.1,9.7,0
1.0,18,2,4,0,43,1582,1,15.42,500.0,0.06,9.0,40.3,0
20.19,0,19,1,0,26,218,2,10.0,500.0,2.02,44.2,8.4,0
42.54,10,22,4,0,47,193,3,10.18,500.0,4.18,11.1,31.5,0
2.52,19,8,3,0,55,82,0,10.0,500.0,0.25,44.9,21.3,0
1.28,17,4,3,0,47,46,2,10.0,500.0,0.13,7.9,36.9,0
283.34,10,14,4,0,50,89,2,10.0,500.0,28.33,3.9,21.2,0
45.86,13,6,3,0,39,532,1,10.0,500.0,4.59,13.4,4.0,0
130.68,11,12,0,0,51,325,1,10.0,500.0,13.07,25.3,16.9,0
138.57,5,11,2,0,38,466,2,15.35,500.0,9.03,10.9,15.6,0
9.08,3,11,2,0,36,263,0,11.66,500.0,0.78,8.3,21.7,0
1.16,12,11,3,0,49,328,2,10.0,500.0,0.12,2.5,24.8,0
2.04,1,21,3,0,37,488,2,10.0,500.0,0.2,50.7,16.3,0
190.41,5,13,1,0,42,836,6,11.9,500.0,16.0,9.9,2.3,0
9.68,15,4,6,1,34,111,0,13.5,500.0,0.72,16.8,16.5,0
48.56,6,18,5,1,43,448,2,10.0,500.0,4.86,5.9,31.9,0
10.78,10,9,1,0,49,181,0,15.54,500.0,0.69,2.9,15.9,0
170.24,15,18,3,0,63,166,6,10.0,500.0,17.02,4.8,5.9,0
19.12,1,12,0,0,37,1363,3,38.81,579.78,0.49,4.8,6.0,0
1.02,14,6,4,0,18,232,2,10.0,500.0,0.1,2.9,29.8,0
1.0,13,2,1,0,56,724,3,10.0,500.0,0.1,24.5,72.3,0
10.31,5,15,1,0,57,119,0,57.72,500.0,0.18,9.2,27.5,0
4.23,15,11,2,0,55,64,4,10.0,500.0,0.42,26.5,16.0,0
2.55,3,3,5,1,18,214,2,36.2,500.0,0.07,32.2,43.1,0
29.68,9,0,5,1,59,443,3,10.0,500.0,2.97,8.1,30.0,0
4.49,15,2,2,0,23,1252,4,69.44,1137.57,0.06,6.6,26.3,0
4.18,10,15,2,0,27,173,1,26.71,500.0,0.16,0.2,48.6,0
107.5,15,21,4,0,26,305,1,61.87,500.0,1.74,0.6,11.4,0
33.5,6,21,4,0,32,236,0,40.51,500.0,0.83,15.6,17.9,0
8.83,14,23,5,1,43,123,2,63.13,880.73,0.14,36.5,10.6,0
23.15,7,18,3,0,37,506,2,19.28,500.0,1.2,7.2,16.5,0
28.51,9,9,3,0,49,240,1,12.48,500.0,2.28,3.5,21.9,0
10.29,0,4,5,1,18,84,2,10.0,500.0,1.03,5.6,16.6,0
9.46,2,8,2,0,39,200,3,10.0,500.0,0.95,18.0,16.4,0
315.03,8,19,1,0,54,1569,0,21.15,500.0,14.9,18.7,62.2,0
14.69,19,17,0,0,40,845,0,19.99,500.0,0.73,3.7,18.4,0
137.07,8,18,1,0,58,576,0,10.0,500.0,13.71,24.3,17.5,0
12.71,5,3,4,0,52,155,1,10.0,500.0,1.27,8.4,14.5,0
24.77,8,9,3,0,69,366,2,51.02,655.67,0.49,13.2,14.0,0
7.84,1,6,5,1,48,565,2,139.54,1358.94,0.06,4.9,13.5,0
14.64,15,18,4,0,41,1154,3,150.91,2744.77,0.1,23.4,26.0,0
29.5,4,21,6,1,36,132,1,95.05,1332.17,0.31,12.7,11.3,0
537.22,13,16,6,1,50,577,4,10.0,500.0,53.72,35.0,20.7,0
72.5,0,21,6,1,42,78,2,46.3,500.0,1.57,0.7,7.3,0
85.1,4,19,4,0,59,144,1,10.0,500.0,8.51,9.5,19.0,0
2.34,13,5,6,1,38,490,3,10.0,500.0,0.23,15.8,25.7,0
9.23,12,3,3,0,28,401,5,22.21,500.0,0.42,9.2,48.7,0
2.71,9,2,4,0,31,23,3,10.0,500.0,0.27,3.8,28.7,0
166.48,9,22,1,0,67,92,4,10.0,500.0,16.65,7.9,15.6,0
7.08,9,16,1,0,45,232,3,12.43,500.0,0.57,4.1,13.7,0
16.76,12,22,2,0,18,313,3,11.46,500.0,1.46,14.4,17.6,0
11.35,13,20,6,1,37,277,2,26.19,500.0,0.43,8.3,7.9,0
1.31,9,18,6,1,36,192,1,11.24,500.0,0.12,4.2,8.6,0
36.93,4,10,5,1,39,158,1,11.07,500.0,3.34,25.0,7.6,0
46.68,1,1,6,1,64,217,0,17.96,500.0,2.6,51.0,45.8,0
2.76,18,9,0,0,67,810,0,10.0,500.0,0.28,0.8,43.3,0
86.9,15,0,5,1,42,217,1,10.0,500.0,8.69,11.8,49.6,0
75.25,1,5,2,0,68,181,2,53.12,894.12,1.42,23.3,19.5,0
10.26,12,15,2,0,51,85,2,17.76,500.0,0.58,12.9,22.0,0
6.05,14,22,4,0,18,89,1,29.77,500.0,0.2,10.4,21.7,0
20.56,18,10,3,0,34,568,0,13.17,500.0,1.56,0.9,14.2,0
13.01,8,5,0,0,78,485,3,10.0,500.0,1.3,12.5,16.6,0
68.64,7,21,6,1,19,224,1,42.87,500.0,1.6,63.1,20.9,0
2.31,14,8,2,0,25,220,2,11.5,500.0,0.2,29.9,13.3,0
4.05,3,5,0,0,27,121,1,10.0,500.0,0.4,15.0,15.3,0
108.73,5,22,6,1,20,824,2,13.21,500.0,8.23,4.9,29.0,0
95.55,17,7,3,0,55,356,0,56.47,861.25,1.69,0.1,20.7,0
18.1,6,16,6,1,42,20,1,10.0,500.0,1.81,5.1,36.4,0
4.29,9,12,2,0,36,367,0,35.62,500.0,0.12,8.8,7.2,0
2.7,1,0,3,0,44,1112,5,182.9,3651.79,0.01,17.3,10.7,0
16.3,4,0,2,0,52,84,1,15.01,500.0,1.09,37.0,28.9,0
4.48,0,11,6,1,18,402,0,11.95,500.0,0.37,13.7,23.8,0
15.49,10,11,0,0,50,30,1,10.0,500.0,1.55,15.3,9.3,0
16.41,13,20,0,0,31,315,2,15.63,500.0,1.05,3.2,23.5,0
57.36,19,2,2,0,47,169,2,16.43,500.0,3.49,1.3,25.5,0
11.2,2,17,6,1,26,52,0,10.0,500.0,1.12,16.0,13.8,0
141.01,0,22,4,0,37,147,3,10.0,500.0,14.1,7.6,17.2,0
17.62,18,22,6,1,18,490,0,37.33,500.0,0.47,0.7,20.7,0
131.02,10,23,0,0,66,422,3,12.15,500.0,10.78,23.9,4.6,0
125.24,0,1,6,1,29,295,3,38.75,500.0,3.23,41.1,29.7,0
14.07,10,12,6,1,57,599,1,54.23,521.65,0.26,9.5,20.8,0
19.19,14,11,3,0,36,176,4,77.21,629.14,0.25,1.9,14.9,0
12.25,19,8,2,0,43,173,1,10.0,500.0,1.23,3.0,19.6,0
45.37,12,16,2,0,62,226,1,14.38,500.0,3.16,2.9,18.7,0
34.41,9,10,4,0,53,390,2,10.0,500.0,3.44,0.3,6.7,0
19.26,3,11,6,1,38,104,1,10.0,500.0,1.93,26.1,26.4,0
18.85,7,16,5,1,71,427,3,10.0,500.0,1.89,24.0,14.3,0
20.9,4,0,2,0,18,55,6,81.17,1243.56,0.26,30.2,18.1,0
121.29,18,22,5,1,18,566,2,10.66,500.0,11.38,34.1,33.9,0
65.3,10,22,4,0,35,170,0,10.0,500.0,6.53,5.6,23.2,0
137.86,3,23,2,0,58,80,1,10.0,500.0,13.79,17.6,37.6,0
12.6,7,15,1,0,47,814,0,10.0,500.0,1.26,25.8,28.1,0
6.68,18,8,5,1,47,59,0,10.0,500.0,0.67,2.0,54.6,0
4.12,1,8,1,0,77,286,0,40.19,500.0,0.1,5.4,14.9,0
14.29,13,15,6,1,52,269,1,10.0,500.0,1.43,14.2,11.1,0
23.68,15,13,0,0,47,135,2,10.0,500.0,2.37,16.1,6.4,0
26.82,10,1,2,0,24,987,4,21.65,500.0,1.24,26.6,17.4,0
11.66,5,19,0,0,55,174,1,10.0,500.0,1.17,7.4,11.3,0
14.04,2,9,4,0,29,464,0,26.55,500.0,0.53,7.3,15.2,0
10.51,18,16,2,0,51,1468,3,45.82,500.0,0.23,50.9,4.5,0
257.22,0,0,0,0,43,75,1,15.75,500.0,16.33,1.7,29.6,0
28.88,7,4,4,0,68,138,2,10.0,500.0,2.89,11.7,9.3,0
3.6,7,19,4,0,42,781,2,42.01,670.74,0.09,8.0,13.8,0
1.52,2,0,5,1,61,664,0,10.0,500.0,0.15,8.2,25.3,0
7.13,9,20,2,0,39,78,1,10.0,500.0,0.71,35.5,12.1,0
30.08,19,14,0,0,35,93,2,15.24,500.0,1.97,0.2,24.6,0
9.14,18,19,5,1,51,632,5,10.0,500.0,0.91,4.0,13.1,0
6.4,14,6,4,0,33,757,2,35.6,625.82,0.18,35.5,26.0,0
15.19,19,11,2,0,48,519,0,10.0,500.0,1.52,6.0,23.9,0
53.17,3,21,1,0,72,264,3,10.0,500.0,5.32,2.9,32.5,0
92.12,6,10,4,0,45,509,4,10.6,500.0,8.69,52.4,14.2,0
19.14,11,1,2,0,18,102,3,16.0,500.0,1.2,3.2,5.0,0
99.92,11,20,4,0,49,185,0,61.12,913.74,1.63,5.6,8.6,0
7.79,6,23,3,0,18,98,0,10.0,500.0,0.78,12.4,32.0,0
27.5,6,17,0,0,74,309,0,10.0,500.0,2.75,3.0,17.8,0
11.26,18,22,2,0,59,186,1,78.98,1110.77,0.14,3.2,6.5,0
16.47,0,20,3,0,33,367,5,14.25,500.0,1.16,23.3,20.4,0
7.97,5,9,0,0,26,135,2,10.0,500.0,0.8,16.2,15.2,0
25.61,9,5,1,0,45,267,3,10.0,500.0,2.56,31.0,42.3,0
97.02,3,22,5,1,34,460,1,33.07,500.0,2.93,1.1,33.6,0
5.45,2,3,3,0,61,397,2,10.0,500.0,0.55,48.3,18.3,0
25.79,5,7,3,0,36,1649,0,41.72,524.25,0.62,17.5,15.3,0
5.94,13,22,1,0,65,314,4,10.0,500.0,0.59,17.5,11.4,0
9.38,3,6,3,0,27,169,2,10.0,500.0,0.94,0.5,18.6,0
247.55,19,21,5,1,62,2,3,23.39,500.0,10.58,7.1,7.5,0
19.18,4,5,4,0,35,338,1,23.77,500.0,0.81,29.5,12.2,0
50.76,9,3,6,1,44,633,2,11.84,500.0,4.29,8.5,17.3,0
9.8,19,14,4,0,74,2640,2,30.29,500.0,0.32,5.2,22.4,0
11.86,4,16,3,0,42,414,4,37.31,500.0,0.32,1.5,3.3,0
1.39,15,18,3,0,31,373,2,23.17,500.0,0.06,3.1,8.0,0
14.94,0,13,4,0,66,432,3,10.0,500.0,1.49,2.1,8.5,0
95.87,2,15,1,0,66,265,2,17.87,500.0,5.36,4.4,4.4,0
22.13,5,4,0,0,58,68,3,10.0,500.0,2.21,35.7,16.6,0
9.54,6,16,0,0,78,5,10,18.73,500.0,0.51,12.3,19.2,0
74.81,3,18,2,0,57,341,3,10.0,500.0,7.48,3.2,18.7,0
3.47,17,11,1,0,71,327,0,84.69,1034.24,0.04,1.0,3.1,0
89.31,4,19,5,1,73,20,0,10.0,500.0,8.93,16.9,21.9,0
4.11,11,23,2,0,45,221,3,10.0,500.0,0.41,16.9,47.4,0
4.96,13,3,6,1,38,579,4,10.0,500.0,0.5,7.3,14.1,0
22.16,7,5,3,0,39,782,5,10.0,500.0,2.22,3.1,47.6,0
59.48,7,1,6,1,18,338,4,16.8,500.0,3.54,5.9,15.3,0
8.44,9,4,6,1,24,265,1,21.78,500.0,0.39,12.0,4.9,0
91.94,6,10,2,0,35,366,0,22.68,500.0,4.05,6.9,45.9,0
1079.5,5,19,6,1,23,319,5,10.0,500.0,107.95,4.5,23.2,0
30.24,4,23,6,1,36,297,2,19.29,500.0,1.57,12.4,31.5,0
6.69,10,4,1,0,48,50,3,54.68,500.0,0.12,4.6,31.3,0
112.57,18,15,3,0,39,10,3,36.19,640.74,3.11,0.2,4.1,0
52.06,12,13,3,0,44,291,5,39.38,675.33,1.32,13.2,23.0,0
135.19,2,10,4,0,39,469,1,10.0,500.0,13.52,4.7,14.7,0
11.93,1,9,1,0,18,113,2,10.0,500.0,1.19,7.7,32.7,0
411.59,10,2,3,0,64,587,3,10.0,500.0,41.16,0.8,22.6,0
22.95,3,23,1,0,48,784,1,10.0,500.0,2.3,17.7,27.1,0
11.55,10,2,2,0,34,111,1,51.12,500.0,0.23,7.1,7.6,0
14.54,12,15,5,1,57,142,5,10.0,500.0,1.45,0.9,10.0,0
3.93,9,12,0,0,18,33,2,10.0,500.0,0.39,72.7,14.4,0
28.08,12,3,1,0,52,155,1,31.18,500.0,0.9,1.0,16.6,0
22.75,13,19,0,0,36,595,5,18.66,500.0,1.22,34.0,32.0,0
8.57,10,0,3,0,58,851,5,34.13,521.8,0.25,3.0,44.1,0
10.81,16,14,6,1,30,41,4,10.0,500.0,1.08,17.2,41.4,0
398.64,16,23,6,1,20,188,1,31.69,500.0,12.58,18.1,8.9,0
20.63,12,3,1,0,35,160,2,80.66,1286.7,0.26,7.5,4.9,0
1.62,9,15,2,0,26,1450,1,14.14,500.0,0.11,11.7,25.2,0
1.88,4,18,1,0,43,102,0,11.76,500.0,0.16,18.6,32.0,0
75.35,9,17,0,0,35,5,3,14.26,500.0,5.28,4.8,7.3,0
72.17,17,0,5,1,46,147,3,10.0,500.0,7.22,9.9,25.4,0
16.85,0,4,6,1,51,468,3,10.0,500.0,1.68,0.3,18.3,0
11.89,7,7,3,0,29,592,1,31.35,500.0,0.38,24.9,16.1,0
64.42,3,16,5,1,31,285,3,10.0,500.0,6.44,2.6,6.6,0
8.34,5,15,5,1,41,773,2,65.0,661.36,0.13,1.0,9.4,0
7.44,18,13,5,1,51,402,1,10.0,500.0,0.74,1.3,31.1,0
4.94,10,19,3,0,28,400,4,10.0,500.0,0.49,60.0,22.3,0
91.54,11,13,6,1,28,23,3,10.0,500.0,9.15,14.1,16.7,0
83.77,6,6,5,1,39,132,4,10.0,500.0,8.38,6.2,27.9,0
100.38,3,23,4,0,33,118,3,14.55,500.0,6.9,46.6,28.6,0
278.75,8,15,1,0,62,413,3,25.95,500.0,10.74,2.2,46.0,0
159.95,5,20,1,0,55,930,2,10.0,500.0,16.0,10.4,11.9,0
20.73,1,18,6,1,31,219,3,17.18,500.0,1.21,3.5,6.5,0
27.01,10,4,1,0,53,1238,2,10.0,500.0,2.7,19.2,30.9,0
1.95,18,16,4,0,21,357,4,23.93,500.0,0.08,2.5,1.1,0
11.2,19,17,0,0,43,1204,1,10.0,500.0,1.12,13.2,15.7,0
19.77,7,23,5,1,50,823,2,28.69,500.0,0.69,1.0,16.1,0
12.15,19,11,0,0,38,353,0,10.0,500.0,1.22,5.8,32.1,0
80.55,8,13,0,0,41,1834,2,22.78,500.0,3.54,13.6,24.0,0
16.69,2,1,0,0,18,98,2,131.62,2520.09,0.13,0.3,37.7,0
3.83,12,3,4,0,55,278,2,54.04,500.0,0.07,12.5,13.9,0
16.61,15,20,3,0,58,62,2,10.0,500.0,1.66,1.1,2.4,0
10.66,14,18,0,0,23,937,0,10.0,500.0,1.07,13.0,24.7,0
23.1,10,14,5,1,32,203,1,104.03,1083.55,0.22,13.4,33.5,0
12.93,16,13,2,0,44,184,0,22.05,500.0,0.59,1.6,65.5,0
25.73,12,4,3,0,19,121,5,12.45,500.0,2.07,20.5,18.9,0
50.07,11,11,1,0,45,157,2,10.0,500.0,5.01,6.8,14.7,0
58.37,13,16,3,0,43,236,1,10.0,500.0,5.84,31.7,25.9,0
16.62,14,1,6,1,64,279,1,19.05,500.0,0.87,2.1,2.7,0
8.35,4,12,3,0,76,682,1,17.27,500.0,0.48,30.9,21.0,0
148.45,17,19,4,0,55,501,2,17.53,500.0,8.47,17.5,48.3,0
5.05,19,16,4,0,18,17,1,58.5,500.0,0.09,3.6,3.6,0
64.02,11,23,0,0,31,173,2,18.67,500.0,3.43,16.3,39.2,0
1.0,6,9,5,1,65,56,1,10.0,500.0,0.1,4.5,6.0,0
2.84,10,22,6,1,54,44,0,28.65,560.89,0.1,7.9,3.0,0
5.96,16,19,4,0,42,241,1,10.0,500.0,0.6,10.7,9.5,0
14.2,18,18,0,0,18,227,0,10.0,500.0,1.42,1.3,16.9,0
37.41,10,16,4,0,52,1621,4,10.0,500.0,3.74,26.9,22.4,0
23.17,0,13,4,0,45,708,0,18.18,500.0,1.27,32.2,31.8,0
23.32,11,2,6,1,38,292,2,48.27,779.47,0.48,9.0,13.2,0
56.37,0,0,6,1,18,74,1,11.78,500.0,4.79,3.2,11.7,0
373.86,12,0,3,0,51,86,5,77.02,1264.52,4.85,41.5,18.8,0
670.35,2,5,5,1,29,331,1,19.48,500.0,34.41,0.3,17.5,0
4.78,0,13,2,0,24,566,2,16.4,500.0,0.29,3.4,41.0,0
11.28,13,23,4,0,29,122,3,10.0,500.0,1.13,2.4,10.0,0
2.59,5,0,6,1,18,168,1,14.0,500.0,0.18,4.2,11.7,0
98.65,14,10,2,0,36,107,2,10.8,500.0,9.13,16.5,12.6,0
6.88,6,0,4,0,19,96,1,26.97,500.0,0.26,18.6,6.0,0
101.76,7,9,5,1,49,91,1,10.0,500.0,10.18,9.5,11.6,0
27.41,18,12,1,0,44,47,0,10.0,500.0,2.74,7.9,21.2,0
53.41,8,5,4,0,21,101,2,10.0,500.0,5.34,3.0,9.3,0
102.39,2,7,2,0,40,140,3,21.42,500.0,4.78,0.9,18.8,0
39.38,2,15,1,0,21,21,2,14.92,500.0,2.64,17.5,3.8,0
1.0,15,7,4,0,18,87,2,10.0,500.0,0.1,3.7,21.1,0
5.49,19,10,6,1,44,30,0,10.0,500.0,0.55,2.2,5.2,0
158.61,14,4,6,1,32,15,4,10.0,500.0,15.86,19.8,30.2,0
35.71,14,17,1,0,32,107,2,10.0,500.0,3.57,1.8,20.1,0
64.56,3,16,4,0,32,50,4,23.06,500.0,2.8,4.3,41.8,0
16.66,7,14,5,1,64,351,2,10.0,500.0,1.67,2.7,28.5,0
265.82,9,2,4,0,20,70,1,26.23,500.0,10.13,0.5,10.5,0
269.49,3,4,2,0,58,32,4,10.0,500.0,26.95,4.6,14.6,0
50.72,0,1,3,0,42,500,3,45.13,500.0,1.12,2.0,20.4,0
23.42,4,10,0,0,59,565,3,49.78,814.11,0.47,2.7,13.4,0
14.54,2,9,0,0,41,1616,3,10.0,500.0,1.45,0.5,25.0,0
17.57,9,9,5,1,49,138,2,10.0,500.0,1.76,3.8,34.4,0
20.52,19,15,1,0,44,220,2,16.12,500.0,1.27,0.5,4.6,0
67.24,15,13,1,0,54,373,1,31.1,500.0,2.16,1.6,7.7,0
33.01,8,14,1,0,27,426,1,10.0,500.0,3.3,3.7,20.1,0
2.07,11,23,4,0,61,36,1,14.25,500.0,0.15,15.1,15.6,0
68.81,10,6,4,0,47,206,1,15.35,500.0,4.48,21.7,16.4,0
6.17,7,1,0,0,53,1534,0,10.0,500.0,0.62,23.1,11.9,0
4.01,10,17,4,0,43,666,1,70.13,1351.12,0.06,32.5,23.3,0
21.26,6,9,6,1,50,169,5,10.0,500.0,2.13,9.3,8.6,0
334.75,11,9,2,0,53,587,2,47.22,500.0,7.09,8.4,25.1,0
200.69,4,1,4,0,42,447,1,10.0,500.0,20.07,0.1,11.7,0
116.74,3,16,6,1,48,779,3,30.14,500.0,3.87,7.6,18.2,0
2.23,4,7,6,1,23,1235,2,10.0,500.0,0.22,37.1,6.4,0
62.3,16,3,5,1,38,412,2,16.9,500.0,3.69,0.5,25.4,0
11.76,11,9,0,0,42,45,1,31.07,500.0,0.38,23.3,19.2,0
8.93,16,2,3,0,32,368,1,19.83,500.0,0.45,2.0,17.5,0
3.97,18,15,2,0,58,279,3,10.0,500.0,0.4,11.4,46.6,0
1.0,1,20,0,0,54,317,2,16.37,500.0,0.06,13.7,2.1,0
38.17,2,2,4,0,46,1124,0,15.26,500.0,2.5,19.6,19.3,0
19.0,10,11,3,0,22,522,0,10.0,500.0,1.9,1.6,9.5,0
21.27,5,5,5,1,35,44,2,13.85,500.0,1.54,12.0,18.2,0
15.43,12,8,6,1,65,336,2,10.0,500.0,1.54,5.6,34.9,0
